,Target ID,Plate ID,MJD,OBSVHELIO (km/s),OBSVREL Error (km/s)
167864,apo25m.5226.150-08-RV.2M03273957+4556544,9290,58087,16.291004,0.00849613
167865,apo25m.5226.150-08-RV.2M03273957+4556544,9290,58114,16.060696,0.017567562
167866,apo25m.5226.150-08-RV.2M03273957+4556544,9290,58143,16.347855,0.0069598313
167918,apo25m.5226.150-08-RV.2M03274066+4601585,9290,57706,-24.30062,1.9725236
167919,apo25m.5226.150-08-RV.2M03274066+4601585,9290,57732,-16.972157,1.60565
167920,apo25m.5226.150-08-RV.2M03274066+4601585,9290,57734,-29.393017,2.0792263
167921,apo25m.5226.150-08-RV.2M03274066+4601585,9290,57735,-16.304325,2.5106242
167922,apo25m.5226.150-08-RV.2M03274066+4601585,9290,57760,3.664257,2.184419
167923,apo25m.5226.150-08-RV.2M03274066+4601585,9290,57788,-21.010824,4.4405923
167924,apo25m.5226.150-08-RV.2M03274066+4601585,9290,57789,-20.083118,1.6396458
167925,apo25m.5226.150-08-RV.2M03274066+4601585,9290,58006,-11.055473,2.2621357
167926,apo25m.5226.150-08-RV.2M03274066+4601585,9290,58032,-47.29513,2.9312792
167927,apo25m.5226.150-08-RV.2M03274066+4601585,9290,58054,-15.344337,1.5677009
167928,apo25m.5226.150-08-RV.2M03274066+4601585,9290,58063,-25.53191,1.7710654
167929,apo25m.5226.150-08-RV.2M03274066+4601585,9290,58068,-38.23642,1.7859598
167930,apo25m.5226.150-08-RV.2M03274066+4601585,9290,58085,-24.827557,2.211757
167931,apo25m.5226.150-08-RV.2M03274066+4601585,9290,58087,-21.447424,2.1738007
167932,apo25m.5226.150-08-RV.2M03274066+4601585,9290,58114,2.0902672,5.023307
167933,apo25m.5226.150-08-RV.2M03274066+4601585,9290,58143,-18.554686,1.5562484
168588,apo25m.5226.150-08-RV.2M03280423+4603502,9290,57706,-16.031286,0.006939023
168589,apo25m.5226.150-08-RV.2M03280423+4603502,9290,57732,-16.15816,0.0055763074
168590,apo25m.5226.150-08-RV.2M03280423+4603502,9290,57734,-16.128525,0.0063539864
168591,apo25m.5226.150-08-RV.2M03280423+4603502,9290,57735,-16.274586,0.007318954
168592,apo25m.5226.150-08-RV.2M03280423+4603502,9290,57760,-15.942234,0.0076454994
168593,apo25m.5226.150-08-RV.2M03280423+4603502,9290,57788,-16.205578,0.013543754
168594,apo25m.5226.150-08-RV.2M03280423+4603502,9290,57789,-16.158117,0.0065378407
168595,apo25m.5226.150-08-RV.2M03280423+4603502,9290,58006,-16.312786,0.0068826196
168596,apo25m.5226.150-08-RV.2M03280423+4603502,9290,58032,-16.162973,0.008980881
168597,apo25m.5226.150-08-RV.2M03280423+4603502,9290,58054,-16.316788,0.0060978853
168598,apo25m.5226.150-08-RV.2M03280423+4603502,9290,58063,-16.157095,0.004868054
168599,apo25m.5226.150-08-RV.2M03280423+4603502,9290,58068,-16.266586,0.005605832
168600,apo25m.5226.150-08-RV.2M03280423+4603502,9290,58085,-16.235569,0.0062047583
168601,apo25m.5226.150-08-RV.2M03280423+4603502,9290,58087,-16.113882,0.005631492
168602,apo25m.5226.150-08-RV.2M03280423+4603502,9290,58114,-16.309391,0.012229758
168603,apo25m.5226.150-08-RV.2M03280423+4603502,9290,58143,-15.943237,0.005403323
168845,apo25m.5226.150-08-RV.2M03281358+4552418,9290,57706,-57.739616,0.037476454
168846,apo25m.5226.150-08-RV.2M03281358+4552418,9290,57732,-57.72232,0.029762728
168847,apo25m.5226.150-08-RV.2M03281358+4552418,9290,57734,-57.87465,0.033113785
168848,apo25m.5226.150-08-RV.2M03281358+4552418,9290,57735,-57.89663,0.040736943
168849,apo25m.5226.150-08-RV.2M03281358+4552418,9290,57760,-57.61077,0.0442001
168850,apo25m.5226.150-08-RV.2M03281358+4552418,9290,57788,-58.02059,0.08133354
168851,apo25m.5226.150-08-RV.2M03281358+4552418,9290,57789,-57.758347,0.033068813
168852,apo25m.5226.150-08-RV.2M03281358+4552418,9290,58006,-57.25277,0.030517286
168853,apo25m.5226.150-08-RV.2M03281358+4552418,9290,58032,-57.799465,0.040876005
168854,apo25m.5226.150-08-RV.2M03281358+4552418,9290,58054,-57.535873,0.029603349
168855,apo25m.5226.150-08-RV.2M03281358+4552418,9290,58063,-57.560772,0.025997471
168856,apo25m.5226.150-08-RV.2M03281358+4552418,9290,58068,-57.60905,0.029420573
168857,apo25m.5226.150-08-RV.2M03281358+4552418,9290,58085,-57.90987,0.034113366
168858,apo25m.5226.150-08-RV.2M03281358+4552418,9290,58087,-57.76055,0.03129824
168859,apo25m.5226.150-08-RV.2M03281358+4552418,9290,58114,-57.692963,0.07521764
168860,apo25m.5226.150-08-RV.2M03281358+4552418,9290,58143,-57.740448,0.027654083
168918,apo25m.5226.150-08-RV.2M03281525+4636079,9290,57706,-104.225586,0.051537838
168919,apo25m.5226.150-08-RV.2M03281525+4636079,9290,57732,-104.03531,0.04235965
168920,apo25m.5226.150-08-RV.2M03281525+4636079,9290,57734,-103.94802,0.046078112
168921,apo25m.5226.150-08-RV.2M03281525+4636079,9290,57735,-103.85632,0.06418945
168922,apo25m.5226.150-08-RV.2M03281525+4636079,9290,57760,-103.81448,0.05515117
168923,apo25m.5226.150-08-RV.2M03281525+4636079,9290,57788,-103.821365,0.11806619
168924,apo25m.5226.150-08-RV.2M03281525+4636079,9290,57789,-103.92439,0.045222793
168925,apo25m.5226.150-08-RV.2M03281525+4636079,9290,58006,-104.12902,0.04476343
168926,apo25m.5226.150-08-RV.2M03281525+4636079,9290,58032,-104.139175,0.0695027
168927,apo25m.5226.150-08-RV.2M03281525+4636079,9290,58054,-103.93879,0.04404374
168928,apo25m.5226.150-08-RV.2M03281525+4636079,9290,58063,-104.08642,0.032499112
168929,apo25m.5226.150-08-RV.2M03281525+4636079,9290,58068,-104.07367,0.036066417
168930,apo25m.5226.150-08-RV.2M03281525+4636079,9290,58085,-104.15239,0.040400386
168931,apo25m.5226.150-08-RV.2M03281525+4636079,9290,58087,-103.98743,0.03674233
168932,apo25m.5226.150-08-RV.2M03281525+4636079,9290,58114,-104.6254,0.09532289
168933,apo25m.5226.150-08-RV.2M03281525+4636079,9290,58143,-103.76425,0.040640272
168970,apo25m.5226.150-08-RV.2M03281678+4513003,9290,57706,-0.24460626,0.08255287
168971,apo25m.5226.150-08-RV.2M03281678+4513003,9290,57732,1.4724169,0.06508995
168972,apo25m.5226.150-08-RV.2M03281678+4513003,9290,57734,1.3804731,0.07108394
168973,apo25m.5226.150-08-RV.2M03281678+4513003,9290,57735,1.3801851,0.07755895
168974,apo25m.5226.150-08-RV.2M03281678+4513003,9290,57760,2.6487103,0.070583135
168975,apo25m.5226.150-08-RV.2M03281678+4513003,9290,57788,3.8366165,0.13638803
168976,apo25m.5226.150-08-RV.2M03281678+4513003,9290,57789,3.2109566,0.063022085
168977,apo25m.5226.150-08-RV.2M03281678+4513003,9290,58006,3.8179417,0.07935384
168978,apo25m.5226.150-08-RV.2M03281678+4513003,9290,58032,3.6599407,0.08860809
168979,apo25m.5226.150-08-RV.2M03281678+4513003,9290,58054,3.6738048,0.06546865
168980,apo25m.5226.150-08-RV.2M03281678+4513003,9290,58063,3.6447563,0.05770754
168981,apo25m.5226.150-08-RV.2M03281678+4513003,9290,58068,2.8402536,0.06952833
168982,apo25m.5226.150-08-RV.2M03281678+4513003,9290,58085,0.8579955,0.096368946
168983,apo25m.5226.150-08-RV.2M03281678+4513003,9290,58087,1.1137855,0.08203333
168984,apo25m.5226.150-08-RV.2M03281678+4513003,9290,58114,5.878887,0.14942896
168985,apo25m.5226.150-08-RV.2M03281678+4513003,9290,58143,1.3389835,0.08529516
169196,apo25m.5226.150-08-RV.2M03282223+4507560,9290,57706,-39.39139,1.8882942
169197,apo25m.5226.150-08-RV.2M03282223+4507560,9290,57732,-41.908466,1.6614362
169198,apo25m.5226.150-08-RV.2M03282223+4507560,9290,57734,-19.352524,1.9398971
169199,apo25m.5226.150-08-RV.2M03282223+4507560,9290,57735,-41.44632,2.2005713
169200,apo25m.5226.150-08-RV.2M03282223+4507560,9290,57760,-27.563395,2.0875077
169201,apo25m.5226.150-08-RV.2M03282223+4507560,9290,57788,-31.319706,4.2149596
169202,apo25m.5226.150-08-RV.2M03282223+4507560,9290,57789,-23.884155,1.7987746
169203,apo25m.5226.150-08-RV.2M03282223+4507560,9290,58006,-37.60627,2.5174534
169204,apo25m.5226.150-08-RV.2M03282223+4507560,9290,58032,-26.977848,2.3181148
169205,apo25m.5226.150-08-RV.2M03282223+4507560,9290,58054,-27.444118,1.6286511
169206,apo25m.5226.150-08-RV.2M03282223+4507560,9290,58063,-18.810673,1.742457
169207,apo25m.5226.150-08-RV.2M03282223+4507560,9290,58068,-37.809223,1.5983517
169208,apo25m.5226.150-08-RV.2M03282223+4507560,9290,58085,-34.387722,2.1875567
169209,apo25m.5226.150-08-RV.2M03282223+4507560,9290,58087,-40.98505,1.8893481
169210,apo25m.5226.150-08-RV.2M03282223+4507560,9290,58114,-32.78944,4.348045
169211,apo25m.5226.150-08-RV.2M03282223+4507560,9290,58143,-28.700132,1.7037605
169225,apo25m.5226.150-08-RV.2M03282309+4659405,9290,57706,-70.75488,0.033081654
169226,apo25m.5226.150-08-RV.2M03282309+4659405,9290,57732,-70.87609,0.031463336
169227,apo25m.5226.150-08-RV.2M03282309+4659405,9290,57734,-70.764244,0.032490034
169228,apo25m.5226.150-08-RV.2M03282309+4659405,9290,57735,-70.64036,0.04201564
169229,apo25m.5226.150-08-RV.2M03282309+4659405,9290,57760,-70.53023,0.03180149
169230,apo25m.5226.150-08-RV.2M03282309+4659405,9290,57788,-70.70847,0.063600935
169231,apo25m.5226.150-08-RV.2M03282309+4659405,9290,57789,-70.700005,0.026379852
169232,apo25m.5226.150-08-RV.2M03282309+4659405,9290,58006,-70.83688,0.030086927
169233,apo25m.5226.150-08-RV.2M03282309+4659405,9290,58032,-70.70636,0.04323905
169234,apo25m.5226.150-08-RV.2M03282309+4659405,9290,58054,-70.80052,0.025276344
169235,apo25m.5226.150-08-RV.2M03282309+4659405,9290,58063,-70.62698,0.019662574
169236,apo25m.5226.150-08-RV.2M03282309+4659405,9290,58068,-70.76623,0.022776758
169237,apo25m.5226.150-08-RV.2M03282309+4659405,9290,58085,-70.608475,0.024833025
169238,apo25m.5226.150-08-RV.2M03282309+4659405,9290,58087,-70.732834,0.022102552
169239,apo25m.5226.150-08-RV.2M03282309+4659405,9290,58114,-70.96544,0.060780417
169240,apo25m.5226.150-08-RV.2M03282309+4659405,9290,58143,-70.867516,0.026123518
169316,apo25m.5226.150-08-RV.2M03282484+4535044,9290,57706,-0.40796232,0.6900528
169317,apo25m.5226.150-08-RV.2M03282484+4535044,9290,57732,-2.2939563,0.54151106
169318,apo25m.5226.150-08-RV.2M03282484+4535044,9290,57734,-2.2962475,0.60489756
169319,apo25m.5226.150-08-RV.2M03282484+4535044,9290,57735,-8.68735,0.66075283
169320,apo25m.5226.150-08-RV.2M03282484+4535044,9290,57760,-6.1086874,0.7283489
169321,apo25m.5226.150-08-RV.2M03282484+4535044,9290,57788,-2.4711113,1.6025519
169322,apo25m.5226.150-08-RV.2M03282484+4535044,9290,57789,-14.549763,0.55326337
169323,apo25m.5226.150-08-RV.2M03282484+4535044,9290,58006,-22.608133,0.6456719
169324,apo25m.5226.150-08-RV.2M03282484+4535044,9290,58032,-17.59014,0.69657594
169325,apo25m.5226.150-08-RV.2M03282484+4535044,9290,58054,-4.127842,0.5578743
169326,apo25m.5226.150-08-RV.2M03282484+4535044,9290,58063,-1.6593227,0.48032886
169327,apo25m.5226.150-08-RV.2M03282484+4535044,9290,58068,-10.725802,0.56243646
169328,apo25m.5226.150-08-RV.2M03282484+4535044,9290,58085,-7.795676,0.57948697
169329,apo25m.5226.150-08-RV.2M03282484+4535044,9290,58087,-10.829215,0.4715943
169330,apo25m.5226.150-08-RV.2M03282484+4535044,9290,58114,-0.13682461,1.1939076
169331,apo25m.5226.150-08-RV.2M03282484+4535044,9290,58143,-19.935413,0.39669254
169408,apo25m.5226.150-08-RV.2M03282829+4639556,9290,57706,-66.75494,0.041897107
169409,apo25m.5226.150-08-RV.2M03282829+4639556,9290,57732,-66.56956,0.0350491
169410,apo25m.5226.150-08-RV.2M03282829+4639556,9290,57734,-66.5578,0.038631067
169411,apo25m.5226.150-08-RV.2M03282829+4639556,9290,57735,-66.52615,0.05242377
169412,apo25m.5226.150-08-RV.2M03282829+4639556,9290,57760,-66.623665,0.04868246
169413,apo25m.5226.150-08-RV.2M03282829+4639556,9290,57788,-67.32341,0.0859988
169414,apo25m.5226.150-08-RV.2M03282829+4639556,9290,57789,-66.94195,0.03793752
169415,apo25m.5226.150-08-RV.2M03282829+4639556,9290,58006,-66.57656,0.03396692
169416,apo25m.5226.150-08-RV.2M03282829+4639556,9290,58032,-66.304436,0.05496694
169417,apo25m.5226.150-08-RV.2M03282829+4639556,9290,58054,-66.36181,0.048771422
169418,apo25m.5226.150-08-RV.2M03282829+4639556,9290,58063,-66.60951,0.03014867
169419,apo25m.5226.150-08-RV.2M03282829+4639556,9290,58068,-66.670555,0.034082707
169420,apo25m.5226.150-08-RV.2M03282829+4639556,9290,58085,-66.64312,0.037518192
169421,apo25m.5226.150-08-RV.2M03282829+4639556,9290,58087,-66.58332,0.033428382
169422,apo25m.5226.150-08-RV.2M03282829+4639556,9290,58114,-66.46375,0.07707529
169423,apo25m.5226.150-08-RV.2M03282829+4639556,9290,58143,-66.91276,0.03254783
169514,apo25m.5226.150-08-RV.2M03283069+4648064,9290,57706,34.623558,0.0074094255
169515,apo25m.5226.150-08-RV.2M03283069+4648064,9290,57732,34.401608,0.0039932756
169516,apo25m.5226.150-08-RV.2M03283069+4648064,9290,57734,34.492744,0.0044923075
169517,apo25m.5226.150-08-RV.2M03283069+4648064,9290,57735,34.46003,0.005505384
169518,apo25m.5226.150-08-RV.2M03283069+4648064,9290,57760,34.836243,0.012002968
169519,apo25m.5226.150-08-RV.2M03283069+4648064,9290,57788,34.352924,0.009894768
169520,apo25m.5226.150-08-RV.2M03283069+4648064,9290,57789,34.403755,0.004609403
169521,apo25m.5226.150-08-RV.2M03283069+4648064,9290,58006,34.92312,0.004994738
169522,apo25m.5226.150-08-RV.2M03283069+4648064,9290,58032,34.663174,0.0068773883
169523,apo25m.5226.150-08-RV.2M03283069+4648064,9290,58054,34.644062,0.0042297407
169524,apo25m.5226.150-08-RV.2M03283069+4648064,9290,58063,34.47924,0.003746921
169525,apo25m.5226.150-08-RV.2M03283069+4648064,9290,58068,34.43817,0.004358561
169526,apo25m.5226.150-08-RV.2M03283069+4648064,9290,58085,34.49413,0.00470476
169527,apo25m.5226.150-08-RV.2M03283069+4648064,9290,58087,34.499126,0.0043194955
169528,apo25m.5226.150-08-RV.2M03283069+4648064,9290,58114,34.60886,0.009132381
169529,apo25m.5226.150-08-RV.2M03283069+4648064,9290,58143,34.817677,0.004118372
169540,apo25m.5226.150-08-RV.2M03283154+4559080,9290,57706,-8.652271,0.005375715
169541,apo25m.5226.150-08-RV.2M03283154+4559080,9290,57732,-8.693544,0.0043729786
169542,apo25m.5226.150-08-RV.2M03283154+4559080,9290,57734,-8.638548,0.00500651
169543,apo25m.5226.150-08-RV.2M03283154+4559080,9290,57735,-8.812098,0.005896412
169544,apo25m.5226.150-08-RV.2M03283154+4559080,9290,57760,-8.568945,0.006543853
169545,apo25m.5226.150-08-RV.2M03283154+4559080,9290,57788,-8.716143,0.010741137
169546,apo25m.5226.150-08-RV.2M03283154+4559080,9290,57789,-8.649069,0.0047833873
169547,apo25m.5226.150-08-RV.2M03283154+4559080,9290,58006,-8.564312,0.0051363655
169548,apo25m.5226.150-08-RV.2M03283154+4559080,9290,58032,-8.666096,0.006966602
169549,apo25m.5226.150-08-RV.2M03283154+4559080,9290,58054,-8.515407,0.004691718
169550,apo25m.5226.150-08-RV.2M03283154+4559080,9290,58063,-8.642497,0.0038779234
169551,apo25m.5226.150-08-RV.2M03283154+4559080,9290,58068,-8.64499,0.004416296
169552,apo25m.5226.150-08-RV.2M03283154+4559080,9290,58085,-8.640292,0.004929121
169553,apo25m.5226.150-08-RV.2M03283154+4559080,9290,58087,-8.559441,0.0044053
169554,apo25m.5226.150-08-RV.2M03283154+4559080,9290,58114,-8.745819,0.009173631
169555,apo25m.5226.150-08-RV.2M03283154+4559080,9290,58143,-8.511401,0.0043140026
169615,apo25m.5226.150-08-RV.2M03283359+4616538,9290,57706,-70.51167,0.009774476
169616,apo25m.5226.150-08-RV.2M03283359+4616538,9290,57732,-70.57222,0.0075519597
169617,apo25m.5226.150-08-RV.2M03283359+4616538,9290,57734,-70.50572,0.008541783
169618,apo25m.5226.150-08-RV.2M03283359+4616538,9290,57735,-70.67089,0.010323294
169619,apo25m.5226.150-08-RV.2M03283359+4616538,9290,57760,-70.408585,0.010031278
169620,apo25m.5226.150-08-RV.2M03283359+4616538,9290,57788,-70.562164,0.0180552
169621,apo25m.5226.150-08-RV.2M03283359+4616538,9290,57789,-70.57987,0.007988196
169622,apo25m.5226.150-08-RV.2M03283359+4616538,9290,58006,-70.51325,0.009818237
169623,apo25m.5226.150-08-RV.2M03283359+4616538,9290,58032,-70.63554,0.012116254
169624,apo25m.5226.150-08-RV.2M03283359+4616538,9290,58054,-70.62718,0.008223762
169625,apo25m.5226.150-08-RV.2M03283359+4616538,9290,58063,-70.51623,0.007085696
169626,apo25m.5226.150-08-RV.2M03283359+4616538,9290,58068,-70.52581,0.008042535
169627,apo25m.5226.150-08-RV.2M03283359+4616538,9290,58085,-70.51153,0.00930036
169628,apo25m.5226.150-08-RV.2M03283359+4616538,9290,58087,-70.46394,0.008181106
169629,apo25m.5226.150-08-RV.2M03283359+4616538,9290,58114,-70.63873,0.016620897
169630,apo25m.5226.150-08-RV.2M03283359+4616538,9290,58143,-70.50534,0.0076095858
169736,apo25m.5226.150-08-RV.2M03283601+4631177,9290,57706,-71.70804,0.017985187
169737,apo25m.5226.150-08-RV.2M03283601+4631177,9290,57732,-71.43364,0.016542092
169738,apo25m.5226.150-08-RV.2M03283601+4631177,9290,57734,-71.372955,0.019251108
169739,apo25m.5226.150-08-RV.2M03283601+4631177,9290,57735,-71.39399,0.025132185
169740,apo25m.5226.150-08-RV.2M03283601+4631177,9290,57760,-71.351265,0.024650117
169741,apo25m.5226.150-08-RV.2M03283601+4631177,9290,57788,-71.44961,0.04364969
169742,apo25m.5226.150-08-RV.2M03283601+4631177,9290,57789,-71.377335,0.020320578
169743,apo25m.5226.150-08-RV.2M03283601+4631177,9290,58006,-71.29791,0.017636983
169744,apo25m.5226.150-08-RV.2M03283601+4631177,9290,58032,-71.355545,0.023761114
169745,apo25m.5226.150-08-RV.2M03283601+4631177,9290,58054,-71.26674,0.012191182
169746,apo25m.5226.150-08-RV.2M03283601+4631177,9290,58063,-71.44866,0.017372644
169747,apo25m.5226.150-08-RV.2M03283601+4631177,9290,58068,-71.35909,0.01911163
169748,apo25m.5226.150-08-RV.2M03283601+4631177,9290,58085,-71.336945,0.017301546
169749,apo25m.5226.150-08-RV.2M03283601+4631177,9290,58087,-71.31784,0.02140826
169750,apo25m.5226.150-08-RV.2M03283601+4631177,9290,58114,-71.30276,0.042023614
169751,apo25m.5226.150-08-RV.2M03283601+4631177,9290,58143,-71.17227,0.011249986
170118,apo25m.5226.150-08-RV.2M03284740+4556088,9290,57706,-42.882256,0.03439382
170119,apo25m.5226.150-08-RV.2M03284740+4556088,9290,57732,-42.786373,0.030187799
170120,apo25m.5226.150-08-RV.2M03284740+4556088,9290,57734,-42.812134,0.03211829
170121,apo25m.5226.150-08-RV.2M03284740+4556088,9290,57735,-42.9438,0.04327576
170122,apo25m.5226.150-08-RV.2M03284740+4556088,9290,57760,-42.620712,0.04168351
170123,apo25m.5226.150-08-RV.2M03284740+4556088,9290,57788,-43.0309,0.082643434
170124,apo25m.5226.150-08-RV.2M03284740+4556088,9290,57789,-42.849068,0.032577183
170125,apo25m.5226.150-08-RV.2M03284740+4556088,9290,58006,-42.47199,0.029615238
170126,apo25m.5226.150-08-RV.2M03284740+4556088,9290,58032,-42.685387,0.03904574
170127,apo25m.5226.150-08-RV.2M03284740+4556088,9290,58054,-42.596752,0.025921483
170128,apo25m.5226.150-08-RV.2M03284740+4556088,9290,58063,-42.68885,0.024125969
170129,apo25m.5226.150-08-RV.2M03284740+4556088,9290,58068,-42.82165,0.025415272
170130,apo25m.5226.150-08-RV.2M03284740+4556088,9290,58085,-43.105537,0.029543536
170131,apo25m.5226.150-08-RV.2M03284740+4556088,9290,58087,-42.95772,0.024944317
170132,apo25m.5226.150-08-RV.2M03284740+4556088,9290,58114,-43.05035,0.062481303
170133,apo25m.5226.150-08-RV.2M03284740+4556088,9290,58143,-42.725983,0.027329315
170202,apo25m.5226.150-08-RV.2M03284904+4534494,9290,57706,-40.45592,0.047458526
170203,apo25m.5226.150-08-RV.2M03284904+4534494,9290,57732,-40.095295,0.042124223
170204,apo25m.5226.150-08-RV.2M03284904+4534494,9290,57734,-39.984253,0.046487186
170205,apo25m.5226.150-08-RV.2M03284904+4534494,9290,57735,-40.248375,0.05524447
170206,apo25m.5226.150-08-RV.2M03284904+4534494,9290,57760,-39.95877,0.0564112
170207,apo25m.5226.150-08-RV.2M03284904+4534494,9290,57788,-39.868633,0.111951746
170208,apo25m.5226.150-08-RV.2M03284904+4534494,9290,57789,-40.150215,0.043826852
170209,apo25m.5226.150-08-RV.2M03284904+4534494,9290,58006,-39.622543,0.0635629
170210,apo25m.5226.150-08-RV.2M03284904+4534494,9290,58032,-39.760174,0.060460437
170211,apo25m.5226.150-08-RV.2M03284904+4534494,9290,58054,-39.850815,0.041150723
170212,apo25m.5226.150-08-RV.2M03284904+4534494,9290,58063,-39.967945,0.036609888
170213,apo25m.5226.150-08-RV.2M03284904+4534494,9290,58068,-40.093178,0.038469713
170214,apo25m.5226.150-08-RV.2M03284904+4534494,9290,58085,-40.237167,0.046824884
170215,apo25m.5226.150-08-RV.2M03284904+4534494,9290,58087,-40.043205,0.04115321
170216,apo25m.5226.150-08-RV.2M03284904+4534494,9290,58114,-40.435158,0.08728306
170217,apo25m.5226.150-08-RV.2M03284904+4534494,9290,58143,-39.976116,0.035741065
170679,apo25m.5226.150-08-RV.2M03290476+4516031,9290,57706,4.6486473,0.0101842955
170680,apo25m.5226.150-08-RV.2M03290476+4516031,9290,57732,4.6481233,0.0090518715
170681,apo25m.5226.150-08-RV.2M03290476+4516031,9290,57734,4.6869545,0.010158539
170682,apo25m.5226.150-08-RV.2M03290476+4516031,9290,57735,4.6407204,0.010680942
170683,apo25m.5226.150-08-RV.2M03290476+4516031,9290,57760,4.944069,0.012409706
170684,apo25m.5226.150-08-RV.2M03290476+4516031,9290,57788,4.6288357,0.021781571
170685,apo25m.5226.150-08-RV.2M03290476+4516031,9290,57789,4.671612,0.010601801
170686,apo25m.5226.150-08-RV.2M03290476+4516031,9290,58006,4.8849907,0.01110879
170687,apo25m.5226.150-08-RV.2M03290476+4516031,9290,58032,4.6293526,0.012721988
170688,apo25m.5226.150-08-RV.2M03290476+4516031,9290,58054,4.9367805,0.009466723
170689,apo25m.5226.150-08-RV.2M03290476+4516031,9290,58063,4.759589,0.008401585
170690,apo25m.5226.150-08-RV.2M03290476+4516031,9290,58068,4.694912,0.008893636
